collection_name,color_name,line_name,description,material_name,design_style,features,usage_context,status,is_featured
Dao Ngọc Các,Trắng,Áo dài Mộc Cẩn – Diêu Hà,,Organza,Áo dài dáng suông cúc lệch,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.","Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",ACTIVE,False
Dao Ngọc Các,Đỏ,Áo dài Mộng Đan – Hồng Duyên,,Tencel,Áo dài ngũ thân,"Chất liệu mềm mịn, thoáng nhẹ, có độ rũ tự nhiên và mang lại cảm giác dễ chịu khi mặc.","Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",ACTIVE,False
Dao Ngọc Các,Hồng,Áo dài Ngọc Bảo – Mãn Duyên,,Tơ tằm 70%,Áo dài ngũ thân,"Chất liệu có thành phần tơ tằm cao, mềm mịn, nhẹ và có độ bóng tự nhiên, phù hợp với sản phẩm cao cấp.","Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",ACTIVE,False
Dao Ngọc Các,Kem,Áo dài Thiên Hà,,Organza và Lụa tổng hợp,Áo dài dáng suông cúc lệch,"Sự kết hợp giữa lớp Organza nhẹ, trong và lớp lụa tổng hợp mềm mại, giúp sản phẩm vừa có độ bay vừa dễ mặc.","Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",ACTIVE,False
Hạ Khuê,Vàng,Áo Choàng Hoa Kim,,Organza,,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.",,ACTIVE,False
Hạ Khuê,Tím,Áo Choàng Hoa Kiều,,Organza,,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.",,ACTIVE,False
Hạ Khuê,Trắng kem,Áo Choàng Hoa Nhiên,,Organza,,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.",,ACTIVE,False
Hạ Khuê,Hồng,Áo Choàng Hoa Nhu,,Organza,,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.",,ACTIVE,False
Hạ Khuê,Tím,Áo Hạ Cẩm,,Organza,,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.",,ACTIVE,False
Hạ Khuê,Vàng,Áo Hạ Miên,,Organza,,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.",,ACTIVE,False
Hạ Khuê,Hồng,Áo Hạ Như,,Organza,,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.",,ACTIVE,False
Hạ Khuê,Trắng kem,Áo Hạ Sương,,Organza,,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.",,ACTIVE,False
Hạ Khuê,Đỏ,Đầm Châu Khuê,,Organza,,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.",,ACTIVE,False
Hạ Khuê,Tím,Đầm Lưu Mây,,Organza,,"Chất liệu mỏng nhẹ, hơi trong, có độ phồng tự nhiên, thường tạo cảm giác thanh thoát và trang trọng.",,ACTIVE,False
Hạ Khuê,Cam,Đầm Lạc Hạ,,Lụa tổng hợp,,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",,ACTIVE,False
Hạ Khuê,Tím,Đầm Miểu Vi,,Lụa tổng hợp,Đầm 2 dây dáng suông cách điệu,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",,ACTIVE,False
Hạ Khuê,Đỏ,Đầm Thii Châu,,Lụa tổng hợp,Đầm 2 dây dáng suông maxi,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",,ACTIVE,False
Hạ Khuê,Xanh oliu,Đầm Thii Huỳnh,,Lụa tổng hợp,Đầm 2 dây dáng suông maxi,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",,ACTIVE,False
Hạ Khuê,Hồng đỗ,Đầm Thii Hồng,,Lụa tổng hợp,Đầm 2 dây dáng suông maxi,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",,ACTIVE,False
Hạ Khuê,Vàng nhạt,Đầm Thii Liên,,Lụa tổng hợp,Đầm 2 dây dáng suông maxi,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",,ACTIVE,False
Hạ Khuê,Tím nhạt,Đầm Thii Mây,,Lụa tổng hợp,Đầm 2 dây dáng suông maxi,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",,ACTIVE,False
Hạ Khuê,Tím,Đầm Thii Mộng,,Lụa tổng hợp,Đầm 2 dây dáng suông maxi,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",,ACTIVE,False
Hạ Khuê,Xanh lam,Đầm Thii Ngọc,,Lụa tổng hợp,Đầm 2 dây dáng suông maxi,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",,ACTIVE,False
Hạ Khuê,Hồng cam,Đầm Thii Nhạn,,Lụa tổng hợp,Đầm 2 dây dáng suông maxi,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",,ACTIVE,False
Hạ Khuê,Hồng đậm,Đầm Thii Đan,,Lụa tổng hợp,Đầm 2 dây dáng suông maxi,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.",,ACTIVE,False
Kỳ Sa,Hồng,Áo dài Chi Nhạn,,Vải tổng hợp,Suông tay loe dài,"Nhóm chất liệu linh hoạt, dễ tạo phom, bền màu và phù hợp với nhiều kỹ thuật dệt, in hoặc xử lý bề mặt.","Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",ACTIVE,False
Kỳ Sa,,Áo dài Cẩm Tuyền,,Vải tổng hợp,Suông tay loe dài,"Nhóm chất liệu linh hoạt, dễ tạo phom, bền màu và phù hợp với nhiều kỹ thuật dệt, in hoặc xử lý bề mặt.","Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",ACTIVE,False
Kỳ Sa,,Áo dài Diên Kim,,Vải tổng hợp,Suông tay loe dài,"Nhóm chất liệu linh hoạt, dễ tạo phom, bền màu và phù hợp với nhiều kỹ thuật dệt, in hoặc xử lý bề mặt.","Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",ACTIVE,False
Kỳ Sa,,Áo dài Huỳnh Dao,,Vải tổng hợp,Suông tay loe dài,"Nhóm chất liệu linh hoạt, dễ tạo phom, bền màu và phù hợp với nhiều kỹ thuật dệt, in hoặc xử lý bề mặt.","Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",ACTIVE,False
Kỳ Sa,,Áo dài Kim Ánh,,Vải tổng hợp,Suông tay loe dài,"Nhóm chất liệu linh hoạt, dễ tạo phom, bền màu và phù hợp với nhiều kỹ thuật dệt, in hoặc xử lý bề mặt.","Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",ACTIVE,False
Kỳ Sa,,Áo dài Lưu Ngọc,,Vải tổng hợp,Suông tay loe dài,"Nhóm chất liệu linh hoạt, dễ tạo phom, bền màu và phù hợp với nhiều kỹ thuật dệt, in hoặc xử lý bề mặt.","Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",ACTIVE,False
Kỳ Sa,,Áo dài Mai Chiêu,,Vải tổng hợp,Suông tay loe dài,"Nhóm chất liệu linh hoạt, dễ tạo phom, bền màu và phù hợp với nhiều kỹ thuật dệt, in hoặc xử lý bề mặt.","Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",ACTIVE,False
Kỳ Sa,,Áo dài Ngọc Nhu,,Vải tổng hợp,Suông tay loe dài,"Nhóm chất liệu linh hoạt, dễ tạo phom, bền màu và phù hợp với nhiều kỹ thuật dệt, in hoặc xử lý bề mặt.","Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",ACTIVE,False
Kỳ Sa,,Áo dài Phách Linh,,Vải tổng hợp,Suông tay loe dài,"Nhóm chất liệu linh hoạt, dễ tạo phom, bền màu và phù hợp với nhiều kỹ thuật dệt, in hoặc xử lý bề mặt.","Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",ACTIVE,False
Kỳ Sa,,Áo dài Sương Mai,,Vải tổng hợp,Suông tay loe dài,"Nhóm chất liệu linh hoạt, dễ tạo phom, bền màu và phù hợp với nhiều kỹ thuật dệt, in hoặc xử lý bề mặt.","Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",ACTIVE,False
Kỳ Sa,,Áo dài Thanh Kỳ,,Vải tổng hợp,Suông tay loe dài,"Nhóm chất liệu linh hoạt, dễ tạo phom, bền màu và phù hợp với nhiều kỹ thuật dệt, in hoặc xử lý bề mặt.","Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",ACTIVE,False
Kỳ Sa,,Áo dài Tố Nhu,,Vải tổng hợp,Suông tay loe dài,"Nhóm chất liệu linh hoạt, dễ tạo phom, bền màu và phù hợp với nhiều kỹ thuật dệt, in hoặc xử lý bề mặt.","Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",ACTIVE,False
Kỳ Sa,,Áo dài Vũ Nhiên,,Vải tổng hợp,Suông tay loe dài,"Nhóm chất liệu linh hoạt, dễ tạo phom, bền màu và phù hợp với nhiều kỹ thuật dệt, in hoặc xử lý bề mặt.","Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",ACTIVE,False
La Khê,Xanh ngọc,Chân Váy Lam Khanh,,Lụa tổng hợp,Chân váy xòe bồng,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.","Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",ACTIVE,False
La Khê,Hồng,Yếm Dạ Thư,,Lụa tổng hợp và Organza,Yếm tà dài hở lưng,"Sự kết hợp giữa độ mềm rũ của lụa tổng hợp và độ nhẹ, trong, bay của Organza, tạo hiệu ứng nhiều lớp tinh tế.","Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",ACTIVE,False
La Khê,Xanh ngọc,Áo Lam Khanh,,Lụa tổng hợp,Yếm hở lưng,"Chất liệu mềm, nhẹ, có độ rũ vừa phải, dễ tạo phom và phù hợp với các thiết kế cần sự thanh thoát.","Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",ACTIVE,False
La Khê,Xanh ngọc,Áo dài Ngọc Khê – Yên Hoàng,,Lụa tổng hợp và Organza,Áo dài dáng suông tay loe dài,"Sự kết hợp giữa độ mềm rũ của lụa tổng hợp và độ nhẹ, trong, bay của Organza, tạo hiệu ứng nhiều lớp tinh tế.","Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",ACTIVE,False
La Khê,Xanh biển nhạt,Áo dài Thanh Khê – Yên Lam,,Lụa tổng hợp và Organza,Áo dài dáng suông tay loe dài,"Sự kết hợp giữa độ mềm rũ của lụa tổng hợp và độ nhẹ, trong, bay của Organza, tạo hiệu ứng nhiều lớp tinh tế.","Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",ACTIVE,False
La Khê,Hồng,Áo dài Tú Khê – Yên Như,,Lụa tổng hợp và Organza,Áo dài dáng suông tay loe dài,"Sự kết hợp giữa độ mềm rũ của lụa tổng hợp và độ nhẹ, trong, bay của Organza, tạo hiệu ứng nhiều lớp tinh tế.","Thiết kế đơn giản được chú trọng vào các chi tiết về họa tiết đơn giản nhưng không kém phần nổi bật, phù hợp sử dụng được cho nhiều dịp khác nhau từ hàng ngày đến trọng đại.",ACTIVE,False
